,fullurl,id
74,https://en.wikipedia.org/wiki/Canine_Efficiency,42707354
75,https://en.wikipedia.org/wiki/File:Oldenglishterrier6.JPG,16316304
76,https://en.wikipedia.org/wiki/Dog_Parker,50714180
77,https://en.wikipedia.org/wiki/Category:Dog_meat,50899941
78,https://en.wikipedia.org/wiki/Drafting_dog,51058554
79,https://en.wikipedia.org/wiki/File:Basset_hound_5weeks.jpg,26108782
80,https://en.wikipedia.org/wiki/Indian_National_Kennel_Club,51676708
81,https://en.wikipedia.org/wiki/Dog_meat,3279728
82,https://en.wikipedia.org/wiki/Dog_food,236573
83,https://en.wikipedia.org/wiki/Dogs_in_the_American_Revolutionary_War,52014686
84,"https://en.wikipedia.org/wiki/File:Hawaiian_Poi_Dog_from_Jack_L._Throp%27s_program,_c._1969.jpg",53486800
85,https://en.wikipedia.org/wiki/Rolfi,53824388
86,https://en.wikipedia.org/wiki/Dog_bite_prevention,53874996
87,https://en.wikipedia.org/wiki/Body_language_of_dogs,53903332
88,https://en.wikipedia.org/wiki/Tail_wagging_by_dogs,53920285
89,https://en.wikipedia.org/wiki/Dog_bite,3304092
90,https://en.wikipedia.org/wiki/Rabies_in_Haiti,53984662
91,https://en.wikipedia.org/wiki/Pet_Fed_India,54435831
92,https://en.wikipedia.org/wiki/Category:Cats_in_popular_culture,11004369
93,https://en.wikipedia.org/wiki/Cattery,8886648
94,https://en.wikipedia.org/wiki/Category:Cat_equipment,8174570
95,https://en.wikipedia.org/wiki/Category:Cat_types,976910
96,https://en.wikipedia.org/wiki/Category:Cats_as_pets,978165
97,https://en.wikipedia.org/wiki/Category:Cat_breeds,710421
98,https://en.wikipedia.org/wiki/Category:Cat_fancy,16566346
99,https://en.wikipedia.org/wiki/KattenKabinet,17701542
100,https://en.wikipedia.org/wiki/Ailurophobia,11503984
101,https://en.wikipedia.org/wiki/Toe_tuft,12790679
102,https://en.wikipedia.org/wiki/Deaf_white_cat,20901355
103,https://en.wikipedia.org/wiki/Cat_training,22078621
104,https://en.wikipedia.org/wiki/Cabbit,536789
105,https://en.wikipedia.org/wiki/Cat_lady,24727796
106,https://en.wikipedia.org/wiki/Cultural_depictions_of_cats,3474408
107,https://en.wikipedia.org/wiki/Kitten,66365
108,https://en.wikipedia.org/wiki/Felinology,14981609
109,https://en.wikipedia.org/wiki/Fel_d_1,7321359
110,https://en.wikipedia.org/wiki/Cat-burning,8727319
111,https://en.wikipedia.org/wiki/Category:Individual_cats,31823494
112,https://en.wikipedia.org/wiki/Category:Cats_by_country,32437215
113,https://en.wikipedia.org/wiki/Category:Lists_of_cats,34561692
114,https://en.wikipedia.org/wiki/Human_interaction_with_cats,36205810
115,https://en.wikipedia.org/wiki/Operation_Cat_Drop,22072677
116,https://en.wikipedia.org/wiki/Feral_cat,895672
117,https://en.wikipedia.org/wiki/Pussy,113180
118,https://en.wikipedia.org/wiki/Category:Cat_health,977022
119,https://en.wikipedia.org/wiki/Category:Cat_organizations,39353382
120,https://en.wikipedia.org/wiki/Cat_anatomy,1519473
121,https://en.wikipedia.org/wiki/Category:Cat_behavior,2558456
122,https://en.wikipedia.org/wiki/Category:Saber-toothed_cats,3665431
123,https://en.wikipedia.org/wiki/Portal:Cats,7672194
124,https://en.wikipedia.org/wiki/Cat_caf%C3%A9,23875703
125,https://en.wikipedia.org/wiki/Cat_coat_genetics,583254
126,https://en.wikipedia.org/wiki/Pinch-induced_behavioral_inhibition,44961465
127,https://en.wikipedia.org/wiki/Pink_cat,45049201
128,https://en.wikipedia.org/wiki/Cat_meat,5625640
129,https://en.wikipedia.org/wiki/Crumbs_and_Whiskers,46263132
130,https://en.wikipedia.org/wiki/Hermitage_cats,47132135
131,https://en.wikipedia.org/wiki/Therapy_cat,4678428
132,https://en.wikipedia.org/wiki/Cat_predation_on_wildlife,49538597
133,"https://en.wikipedia.org/wiki/List_of_cat_documentaries,_television_series_and_cartoons",49659014
134,https://en.wikipedia.org/wiki/Koneko_(cat_cafe),49876887
135,https://en.wikipedia.org/wiki/Purringtons_Cat_Lounge,51074710
136,https://en.wikipedia.org/wiki/Cat_gap,20355828
137,https://en.wikipedia.org/wiki/Exotic_felines_as_pets,51511707
138,https://en.wikipedia.org/wiki/Cats_in_ancient_Egypt,1846593
139,https://en.wikipedia.org/wiki/Cat_senses,8526165
140,https://en.wikipedia.org/wiki/Point_coloration,1136673
141,https://en.wikipedia.org/wiki/Feline_zoonosis,52390011
142,https://en.wikipedia.org/wiki/Cat,6678
143,https://en.wikipedia.org/wiki/Cat_bite,54329819
144,https://en.wikipedia.org/wiki/Ancylostoma_tubaeforme,21682560
145,https://en.wikipedia.org/wiki/Feline_diseases,54356603
146,https://en.wikipedia.org/wiki/International_Cat_Day,53286797
